index,gps_code,coordinates,longitude,latitude
434,SIIF,"-38.90387, -3.506186",-38.90387,-3.506186
435,SILD,"-49.051299, -20.705979",-49.051299,-20.705979
436,SIWF,"-45.775379, -22.736195",-45.775379,-22.736195
437,SJCZ,"-55.905069, -11.629566",-55.905069,-11.629566
438,SJEJ,"-61.219713, 3.368183",-61.219713,3.368183
439,SJHN,"-54.186042, -23.280753",-54.186042,-23.280753
440,SJIL,"-48.719649, -18.610359",-48.719649,-18.610359
441,SJJT,"-52.54643, -20.113124",-52.54643,-20.113124
442,SJPY,"-44.200979, -2.468467",-44.200979,-2.468467
443,SJRU,"-50.406398, -8.71659",-50.406398,-8.71659
444,SJSC,"-52.50813, -27.956351",-52.50813,-27.956351
445,SJUN,"-46.8782, -23.5723",-46.8782,-23.5723
446,SJVN,"-57.802416, -13.684958",-57.802416,-13.684958
447,SJHV,"-52.567134, -32.264038",-52.567134,-32.264038
448,SSVV,"-54.300367, -18.719819",-54.300367,-18.719819
449,SSWP,"-46.945413, -20.281975",-46.945413,-20.281975
450,SSXR,"-50.368611, -8.977778",-50.368611,-8.977778
451,SNGH,"-53.710504, -18.803839",-53.710504,-18.803839
452,SNGJ,"-49.475216, -5.605802",-49.475216,-5.605802
453,SNGU,"-47.885556, -19.837778",-47.885556,-19.837778
454,SNHP,"-52.975, -21.561111",-52.975,-21.561111
455,SNLE,"-57.101111, -20.199722",-57.101111,-20.199722
456,SNLL,"-49.012169, -16.449075",-49.012169,-16.449075
457,SNNF,"-54.649438, -20.154637",-54.649438,-20.154637
458,SNNY,"-61.474456, -12.715205",-61.474456,-12.715205
459,SNON,"-51.139827, -17.445179",-51.139827,-17.445179
460,SNQQ,"-47.035981, -14.496258",-47.035981,-14.496258
461,SNQZ,"-55.002129, -22.546301",-55.002129,-22.546301
462,SNTX,"-46.267222, -4.507778",-46.267222,-4.507778
463,SNVG,"-47.007161, -22.915986",-47.007161,-22.915986
464,SNVL,"-50.831944, -9.511944",-50.831944,-9.511944
465,SNXN,"-54.983764, -6.621785",-54.983764,-6.621785
466,SSEL,"-49.184573, -25.59286",-49.184573,-25.59286
467,SSGD,"-45.840876, -14.116552",-45.840876,-14.116552
468,SSHG,"-52.628889, -30.135833",-52.628889,-30.135833
469,SSIX,"-49.509013, -17.175662",-49.509013,-17.175662
470,SSKO,"-57.340365, -12.930253",-57.340365,-12.930253
471,SSLV,"-34.892222, -8.064722",-34.892222,-8.064722
472,SSOM,"-49.050278, -16.818056",-49.050278,-16.818056
473,SSRY,"-46.791737, -22.720615",-46.791737,-22.720615
474,SWBB,"-46.097989, -13.620254",-46.097989,-13.620254
475,SWCR,"-45.564155, -10.351296",-45.564155,-10.351296
476,SWCW,"-42.132579, -19.718121",-42.132579,-19.718121
477,SWGD,"-45.328109, -8.471167",-45.328109,-8.471167
478,SWGX,"-44.413682, -19.614699",-44.413682,-19.614699
479,SWJI,"-45.205931, -8.146582",-45.205931,-8.146582
480,SWLD,"-45.244784, -8.252789",-45.244784,-8.252789
481,SWOH,"-51.330278, -29.379167",-51.330278,-29.379167
482,SWPO,"-44.655278, -19.608056",-44.655278,-19.608056
483,SWSC,"-53.102469, -19.177568",-53.102469,-19.177568
484,SWSR,"-45.751389, -1.299167",-45.751389,-1.299167
485,SWTV,"-43.374076, -22.932451",-43.374076,-22.932451
486,SWWZ,"-53.459209, -15.38341",-53.459209,-15.38341
487,SWXW,"-46.077443, -12.998064",-46.077443,-12.998064
488,SWYJ,"-41.217849, -22.005825",-41.217849,-22.005825
489,SWYP,"-38.509365, -3.733335",-38.509365,-3.733335
490,SWZN,"-52.038982, -14.071369",-52.038982,-14.071369
491,SNTW,"-41.082768, -20.399914",-41.082768,-20.399914
492,SWJR,"-55.519638, -19.252127",-55.519638,-19.252127
493,SJVI,"-56.329377, -18.445198",-56.329377,-18.445198
494,SSLI,"-55.513068, -19.864066",-55.513068,-19.864066
495,SIGG,"-57.179444, -12.814444",-57.179444,-12.814444
496,SSLJ,"-60.82866, -13.452496",-60.82866,-13.452496
497,SWRB,"-52.723703, -27.706615",-52.723703,-27.706615
498,SJGI,"-54.164421, -17.437936",-54.164421,-17.437936
499,SSQN,"-38.499436, -3.737767",-38.499436,-3.737767
500,SWXT,"-45.618233, -9.105337",-45.618233,-9.105337
501,SDYQ,"-54.672754, -18.853717",-54.672754,-18.853717
502,SNSL,"-46.247592, -12.425062",-46.247592,-12.425062
503,SSVT,"-37.942778, -4.828333",-37.942778,-4.828333
504,SILO,"-50.880556, -14.248889",-50.880556,-14.248889
505,SWXG,"-51.650278, -17.2325",-51.650278,-17.2325
506,SIPP,"-43.520276, -16.123689",-43.520276,-16.123689
507,SDZY,"-35.086845, -8.688165",-35.086845,-8.688165
508,SIAI,"-53.182276, -24.209289",-53.182276,-24.209289
509,SIAR,"-56.55678, -20.180036",-56.55678,-20.180036
510,SIAU,"-59.755164, -16.224266",-59.755164,-16.224266
511,SIAZ,"-54.944217, -15.259432",-54.944217,-15.259432
512,SIBD,"-43.098724, -22.358958",-43.098724,-22.358958
513,SIBP,"-54.309882, -17.49863",-54.309882,-17.49863
514,SIBS,"-46.710257, -23.511959",-46.710257,-23.511959
515,SICF,"-57.609239, -11.468052",-57.609239,-11.468052
516,SICI,"-49.366475, -28.675443",-49.366475,-28.675443
517,SICO,"-40.411574, -19.937497",-40.411574,-19.937497
518,SIKU,"-52.980912, -13.031392",-52.980912,-13.031392
519,SJNZ,"-58.029166, -15.348349",-58.029166,-15.348349
520,SJAE,"-40.228143, -20.201136",-40.228143,-20.201136
521,SJAF,"-54.954897, -16.980691",-54.954897,-16.980691
522,SJAG,"-47.307987, -22.273321",-47.307987,-22.273321
523,SJAK,"-55.43445, -11.917246",-55.43445,-11.917246
524,SJAL,"-41.010692, -13.404253",-41.010692,-13.404253
525,SNDO,"-38.460549, -3.817946",-38.460549,-3.817946
526,SNDP,"-52.219024, -11.425494",-52.219024,-11.425494
527,SNDZ,"-52.499008, -14.64288",-52.499008,-14.64288
528,SNEA,"-55.435554, -30.058095",-55.435554,-30.058095
529,SNEH,"-43.373178, -22.992858",-43.373178,-22.992858
530,SNEN,"-34.886279, -8.084035",-34.886279,-8.084035
531,SNER,"-34.963882, -8.062158",-34.963882,-8.062158
532,SNEV,"-48.95695, -27.148949",-48.95695,-27.148949
533,SNEX,"-47.463721, -23.519382",-47.463721,-23.519382
534,SNFB,"-49.678005, -15.931687",-49.678005,-15.931687
535,SNFC,"-49.683008, -3.863484",-49.683008,-3.863484
536,SNFH,"-61.176508, -12.2619",-61.176508,-12.2619
537,SNFQ,"-56.948738, -14.347952",-56.948738,-14.347952
538,SNFM,"-61.458292, -8.986135",-61.458292,-8.986135
539,SNFL,"-42.053204, -22.719184",-42.053204,-22.719184
540,SNFR,"-60.973428, -7.846799",-60.973428,-7.846799
541,SNFS,"-46.026589, -11.598436",-46.026589,-11.598436
542,SNFT,"-54.573555, -11.323909",-54.573555,-11.323909
543,SNFV,"-51.210555, -15.567429",-51.210555,-15.567429
544,SNFY,"-48.471336, -27.469935",-48.471336,-27.469935
545,SNGC,"-47.021903, -22.866448",-47.021903,-22.866448
546,SNGM,"-50.965282, -5.559945",-50.965282,-5.559945
547,SNGO,"-51.523453, -15.896137",-51.523453,-15.896137
548,SNGW,"-40.650193, -14.827011",-40.650193,-14.827011
549,SNGY,"-47.953333, -1.258889",-47.953333,-1.258889
550,SNHQ,"-49.24902, -16.655098",-49.24902,-16.655098
551,SNHX,"-56.193288, -19.415842",-56.193288,-19.415842
552,SNHK,"-55.822763, -21.290904",-55.822763,-21.290904
553,SNHA,"-44.251246, -2.484987",-44.251246,-2.484987
554,SNII,"-55.939673, -19.21012",-55.939673,-19.21012
555,SNIJ,"-50.412825, -21.282048",-50.412825,-21.282048
556,SDCT,"-44.169824, -21.12802",-44.169824,-21.12802
557,SDVR,"-46.681885, -23.586584",-46.681885,-23.586584
558,SIBQ,"-41.744978, -22.322329",-41.744978,-22.322329
559,SICR,"-59.643041, -15.970096",-59.643041,-15.970096
560,SICP,"-46.744627, -16.799457",-46.744627,-16.799457
561,SICY,"-49.77277, -5.462267",-49.77277,-5.462267
562,SIDC,"-44.784313, -23.221354",-44.784313,-23.221354
563,SIDD,"-35.508239, -9.379379",-35.508239,-9.379379
564,SIDF,"-58.480352, -16.068933",-58.480352,-16.068933
565,SIDH,"-46.864586, -23.485251",-46.864586,-23.485251
566,SIDK,"-46.693536, -12.890307",-46.693536,-12.890307
567,SIDS,"-55.588507, -22.931206",-55.588507,-22.931206
568,SIDN,"-55.413709, -18.397778",-55.413709,-18.397778
569,SIDO,"-51.474657, -22.183798",-51.474657,-22.183798
570,SIDP,"-41.855829, -22.388214",-41.855829,-22.388214
571,SIDU,"-43.25493, -22.880138",-43.25493,-22.880138
572,SIDV,"-43.280217, -21.780237",-43.280217,-21.780237
573,SIDX,"-47.396234, -23.050483",-47.396234,-23.050483
574,SIDZ,"-44.039167, -12.224904",-44.039167,-12.224904
575,SIED,"-55.339382, -23.798518",-55.339382,-23.798518
576,SIEE,"-46.596576, -23.784505",-46.596576,-23.784505
577,SIEG,"-47.244043, -17.893674",-47.244043,-17.893674
578,SIEI,"-38.426343, -12.839235",-38.426343,-12.839235
579,SIEN,"-56.526815, -18.126908",-56.526815,-18.126908
580,SIET,"-46.189733, -23.95541",-46.189733,-23.95541
581,SIEZ,"-48.949088, -28.528067",-48.949088,-28.528067
582,SIFC,"-34.891529, -7.84515",-34.891529,-7.84515
583,SIFD,"-53.864477, -21.374019",-53.864477,-21.374019
584,SIFE,"-55.094423, -21.725195",-55.094423,-21.725195
585,SIFF,"-50.739777, -29.324402",-50.739777,-29.324402
586,SIFJ,"-54.11, -16.794167",-54.11,-16.794167
587,SIFL,"-48.493019, -27.592236",-48.493019,-27.592236
588,SIFR,"-47.757525, -21.284871",-47.757525,-21.284871
589,SIFX,"-51.610344, -9.308215",-51.610344,-9.308215
590,SIFY,"-49.152381, -25.572524",-49.152381,-25.572524
591,SIGD,"-40.630563, -19.190467",-40.630563,-19.190467
592,SIGE,"-49.585894, -10.786358",-49.585894,-10.786358
593,SIGF,"-48.242565, -15.138302",-48.242565,-15.138302
594,SIGH,"-50.164744, -26.392831",-50.164744,-26.392831
595,SIGI,"-42.131377, -22.879151",-42.131377,-22.879151
596,SIGM,"-47.287635, -23.298827",-47.287635,-23.298827
597,SIOZ,"-53.262633, -7.957261",-53.262633,-7.957261
598,SIGR,"-35.5175, -8.190833",-35.5175,-8.190833
599,SIGU,"-47.83686, -21.225657",-47.83686,-21.225657
600,SIGW,"-45.517925, -8.343619",-45.517925,-8.343619
601,SIHA,"-54.382433, -28.817551",-54.382433,-28.817551
602,SIHE,"-48.557693, -25.55426",-48.557693,-25.55426
603,SIHF,"-49.235734, -16.709452",-49.235734,-16.709452
604,SIHG,"-47.998862, -16.063639",-47.998862,-16.063639
605,SIHH,"-41.882726, -22.770088",-41.882726,-22.770088
606,SIHJ,"-62.448333, -10.4425",-62.448333,-10.4425
607,SIHN,"-48.620682, -27.005694",-48.620682,-27.005694
608,SIHQ,"-48.028859, -15.829281",-48.028859,-15.829281
609,SIHR,"-40.373329, -20.503154",-40.373329,-20.503154
610,SIHU,"-38.324583, -3.925428",-38.324583,-3.925428
611,SIHV,"-55.116159, -16.236783",-55.116159,-16.236783
612,SIHY,"-48.794454, -21.621",-48.794454,-21.621
613,SIIC,"-45.5439, -14.370574",-45.5439,-14.370574
614,SIID,"-50.372222, -30.033611",-50.372222,-30.033611
615,SIIE,"-55.878868, -21.473518",-55.878868,-21.473518
616,SIIL,"-38.449069, -12.98941",-38.449069,-12.98941
617,SIIM,"-49.063997, -26.482251",-49.063997,-26.482251
618,SIIN,"-63.042222, -12.04",-63.042222,-12.04
619,SIIP,"-45.836725, -21.347703",-45.836725,-21.347703
620,SIIX,"-46.094771, -23.195379",-46.094771,-23.195379
621,SWIA,"-66.057696, -3.482507",-66.057696,-3.482507
622,SNLM,"-60.379653, -7.771226",-60.379653,-7.771226
623,SJQV,"-60.688766, -7.570001",-60.688766,-7.570001
624,SJYZ,"-57.618492, -13.723256",-57.618492,-13.723256
625,SNNQ,"-54.235142, -14.131025",-54.235142,-14.131025
626,SNNS,"-46.366146, -23.870838",-46.366146,-23.870838
627,SNUJ,"-58.572064, -15.347004",-58.572064,-15.347004
628,SSEA,"-55.712029, -14.476571",-55.712029,-14.476571
629,SSWX,"-52.558165, -10.136081",-52.558165,-10.136081
630,SSZY,"-55.096146, -16.071395",-55.096146,-16.071395
631,SWJX,"-53.544488, -13.602402",-53.544488,-13.602402
632,SIJB,"-48.337677, -10.185282",-48.337677,-10.185282
633,SIJC,"-47.034016, -22.582988",-47.034016,-22.582988
634,SIJH,"-34.969288, -7.614178",-34.969288,-7.614178
635,SIJJ,"-54.32308, -22.669967",-54.32308,-22.669967
636,SIJK,"-38.198411, -12.691861",-38.198411,-12.691861
637,SIJM,"-58.589466, -13.454916",-58.589466,-13.454916
638,SIJV,"-55.104928, -18.623287",-55.104928,-18.623287
639,SIJW,"-54.818137, -23.507238",-54.818137,-23.507238
640,SISS,"-55.238421, -11.664502",-55.238421,-11.664502
641,SWFI,"-57.548056, -15.643056",-57.548056,-15.643056
642,SDSL,"-52.734722, -10.89",-52.734722,-10.89
643,SIKI,"-39.951667, -3.754444",-39.951667,-3.754444
644,SIKJ,"-59.916773, -13.033575",-59.916773,-13.033575
645,SWOE,"-51.431098, -23.508318",-51.431098,-23.508318
646,SNCQ,"-53.500649, -25.788383",-53.500649,-25.788383
647,SWVH,"-46.416625, -24.011668",-46.416625,-24.011668
648,SDYG,"-39.759292, -13.240032",-39.759292,-13.240032
649,SILY,"-45.375338, -13.243663",-45.375338,-13.243663
650,SNJH,"-46.147334, -13.768178",-46.147334,-13.768178
651,SNOD,"-39.071866, -16.500111",-39.071866,-16.500111
652,SNVZ,"-46.18116, -14.10095",-46.18116,-14.10095
653,SNZQ,"-40.518416, -11.259879",-40.518416,-11.259879
654,SSFP,"-39.320206, -16.373758",-39.320206,-16.373758
655,SWXR,"-44.060617, -13.006439",-44.060617,-13.006439
656,SIKO,"-55.643582, -20.86007",-55.643582,-20.86007
657,SIKQ,"-59.346624, -14.788268",-59.346624,-14.788268
658,SIKW,"-39.594353, -18.146774",-39.594353,-18.146774
659,SIKY,"-48.916272, -27.107661",-48.916272,-27.107661
660,SILB,"-45.728645, -11.526303",-45.728645,-11.526303
661,SILS,"-57.608147, -14.63693",-57.608147,-14.63693
662,SILH,"-43.748347, -22.862905",-43.748347,-22.862905
663,SILI,"-45.048215, -9.188559",-45.048215,-9.188559
664,SILL,"-49.269128, -22.7976",-49.269128,-22.7976
665,SILV,"-46.688983, -23.594503",-46.688983,-23.594503
666,SILW,"-35.544882, -8.219883",-35.544882,-8.219883
667,SILZ,"-47.305152, -9.836388",-47.305152,-9.836388
668,SIMC,"-50.994968, -22.808821",-50.994968,-22.808821
669,SIPC,"-48.60468, -27.093711",-48.60468,-27.093711
670,SIMF,"-44.069167, -7.850249",-44.069167,-7.850249
671,SIMH,"-47.193392, -22.834015",-47.193392,-22.834015
672,SIMI,"-45.403039, -23.768241",-45.403039,-23.768241
673,SIML,"-55.838125, -15.847588",-55.838125,-15.847588
674,SIMN,"-55.359073, -11.754112",-55.359073,-11.754112
675,SIMO,"-49.777613, -23.228029",-49.777613,-23.228029
676,SIMS,"-54.184984, -19.094958",-54.184984,-19.094958
677,SIMT,"-46.461677, -23.925377",-46.461677,-23.925377
678,SINA,"-47.574037, -15.610075",-47.574037,-15.610075
679,SIND,"-45.595975, -21.892495",-45.595975,-21.892495
680,SINF,"-40.276987, -20.23078",-40.276987,-20.23078
681,SINI,"-55.973325, -18.205871",-55.973325,-18.205871
682,SINJ,"-53.692748, -20.47297",-53.692748,-20.47297
683,SINN,"-49.488253, -28.974435",-49.488253,-28.974435
684,SINO,"-48.914121, -27.096234",-48.914121,-27.096234
685,SINR,"-57.764015, -17.064444",-57.764015,-17.064444
686,SINS,"-58.557298, -16.170295",-58.557298,-16.170295
687,SINU,"-48.947074, -27.117354",-48.947074,-27.117354
688,SINV,"-53.099379, -18.188197",-53.099379,-18.188197
689,SINX,"-43.938806, -20.108965",-43.938806,-20.108965
690,SIOA,"-39.152778, -15.5675",-39.152778,-15.5675
691,SIOD,"-46.744149, -23.529347",-46.744149,-23.529347
692,SIOF,"-46.309025, -23.978763",-46.309025,-23.978763
693,SIOG,"-56.302743, -14.507296",-56.302743,-14.507296
694,SIOI,"-53.729258, -22.662664",-53.729258,-22.662664
695,SIOJ,"-44.698328, -20.313557",-44.698328,-20.313557
696,SIOL,"-52.968926, -19.199871",-52.968926,-19.199871
697,SIOM,"-46.232993, -11.839133",-46.232993,-11.839133
698,SION,"-38.951597, -4.251397",-38.951597,-4.251397
699,SIOP,"-55.280063, -13.7971",-55.280063,-13.7971
700,SIPF,"-51.295476, -29.447939",-51.295476,-29.447939
701,SIPJ,"-53.864991, -29.08499",-53.864991,-29.08499
702,SIPL,"-52.657731, -7.459986",-52.657731,-7.459986
703,SIPQ,"-34.948089, -8.255344",-34.948089,-8.255344
704,SIPU,"-44.388056, -10.598333",-44.388056,-10.598333
705,SIPY,"-51.663419, -8.475134",-51.663419,-8.475134
706,SIQA,"-53.373436, -20.388181",-53.373436,-20.388181
707,SIQG,"-55.539167, -21.880833",-55.539167,-21.880833
708,SIPR,"-56.287292, -30.025758",-56.287292,-30.025758
709,SIQL,"-61.480833, -11.441667",-61.480833,-11.441667
710,SIQM,"-46.701765, -23.624984",-46.701765,-23.624984
711,SIQN,"-38.327637, -4.043894",-38.327637,-4.043894
712,SIQP,"-47.443145, -7.041051",-47.443145,-7.041051
713,SIQW,"-41.903754, -21.192935",-41.903754,-21.192935
714,SIRA,"-58.097328, -16.079487",-58.097328,-16.079487
715,SIRC,"-57.057989, -22.114895",-57.057989,-22.114895
716,SIRE,"-44.522138, -19.26604",-44.522138,-19.26604
717,SIRP,"-49.203482, -16.82516",-49.203482,-16.82516
718,SIRQ,"-51.979506, -10.615239",-51.979506,-10.615239
719,SIRU,"-47.807651, -21.199657",-47.807651,-21.199657
720,SIRX,"-57.793889, -15.280833",-57.793889,-15.280833
721,SIZN,"-46.304122, -14.463875",-46.304122,-14.463875
722,SISA,"-51.875628, -7.697574",-51.875628,-7.697574
723,SISF,"-49.200728, -16.63107",-49.200728,-16.63107
724,SISI,"-49.075029, -22.324641",-49.075029,-22.324641
725,SDWQ,"-54.7231, -1.917",-54.7231,-1.917
726,SBJE,"-40.357338, -2.906425",-40.357338,-2.906425
727,SJKE,"-44.481, -5.3098",-44.481,-5.3098
728,SB03,"-61.110198974609375, -12.736300468444824",-61.110198974609375,-12.736300468444824
729,SB04,"-46.51169967651367, -19.287399291992188",-46.51169967651367,-19.287399291992188
730,SNMH,"-48.982601, -15.8489",-48.982601,-15.8489
731,SWCG,"-40.4874, -10.4955",-40.4874,-10.4955
732,SBAA,"-49.301498, -8.34835",-49.301498,-8.34835
733,SBAC,"-37.804722, -4.568611",-37.804722,-4.568611
734,SBAE,"-49.06833, -22.15778",-49.06833,-22.15778
735,SBAF,"-43.384701, -22.875099",-43.384701,-22.875099
736,SBAM,"-50.8582, 2.07751",-50.8582,2.07751
737,SBAN,"-48.964298, -16.2292",-48.964298,-16.2292
738,SBAQ,"-48.1329994202, -21.812000274699997",-48.1329994202,-21.812000274699997
739,SBAR,"-37.0703010559, -10.984000206",-37.0703010559,-10.984000206
740,SBAT,"-56.1049995422, -9.8663892746",-56.1049995422,-9.8663892746
741,SBAU,"-50.4247016907, -21.1413002014",-50.4247016907,-21.1413002014
742,SBAV,"-52.9721984863, -22.5256004333",-52.9721984863,-22.5256004333
743,SBAX,"-46.960399627686, -19.563199996948",-46.960399627686,-19.563199996948
744,SBBE,"-48.4762992859, -1.3792500495900002",-48.4762992859,-1.3792500495900002
745,SBBG,"-54.112201690674, -31.39049911499",-54.112201690674,-31.39049911499
746,SBBH,"-43.950599670410156, -19.851200103759766",-43.950599670410156,-19.851200103759766
747,SBBI,"-49.23199844359999, -25.4050998688",-49.23199844359999,-25.4050998688
748,SBBP,"-46.537508, -22.979162",-46.537508,-22.979162
749,SBBQ,"-43.761101, -21.2672",-43.761101,-21.2672
750,SBBR,"-47.920834, -15.869167",-47.920834,-15.869167
751,SNBA,"-48.594100952148, -20.584499359131",-48.594100952148,-20.584499359131
752,SBBU,"-49.0537986755, -22.3449993134",-49.0537986755,-22.3449993134
753,SBBV,"-60.6922225952, 2.84138894081",-60.6922225952,2.84138894081
754,SBBW,"-52.3889007568, -15.861300468400001",-52.3889007568,-15.861300468400001
755,SSBZ,"-41.96308, -22.770881",-41.96308,-22.770881
756,SBCA,"-53.500801086399996, -25.0002994537",-53.500801086399996,-25.0002994537
757,SBCB,"-42.074298858599995, -22.921699523900003",-42.074298858599995,-22.921699523900003
758,SBCC,"-54.9654006958, -9.33393955231",-54.9654006958,-9.33393955231
759,SBCD,"-50.9398002625, -26.78840065",-50.9398002625,-26.78840065
760,SBCF,"-43.97194290161133, -19.62444305419922",-43.97194290161133,-19.62444305419922
761,SBCG,"-54.6725006104, -20.468700408900002",-54.6725006104,-20.468700408900002
762,SBCH,"-52.656600952148, -27.134199142456",-52.656600952148,-27.134199142456
763,SBCI,"-47.45869827270508, -7.32043981552124",-47.45869827270508,-7.32043981552124
764,SBCJ,"-50.0013885498, -6.11527776718",-50.0013885498,-6.11527776718
765,SBCM,"-49.4213905334, -28.7244434357",-49.4213905334,-28.7244434357
766,SBCN,"-48.607498168945, -17.725299835205",-48.607498168945,-17.725299835205
767,SBCO,"-51.144413, -29.945928",-51.144413,-29.945928
768,SBCP,"-41.301700592, -21.698299408",-41.301700592,-21.698299408
769,SBCR,"-57.6713905334, -19.0119438171",-57.6713905334,-19.0119438171
770,SBCT,"-49.1758003235, -25.5284996033",-49.1758003235,-25.5284996033
771,SSCV,"-39.253101, -17.6523",-39.253101,-17.6523
772,SBCX,"-51.1875, -29.197099685699996",-51.1875,-29.197099685699996
773,SBCY,"-56.1166992188, -15.6528997421",-56.1166992188,-15.6528997421
774,SBCZ,"-72.769501, -7.59991",-72.769501,-7.59991
775,SBDB,"-56.4525, -21.2473",-56.4525,-21.2473
776,SBDN,"-51.4245986938, -22.1751003265",-51.4245986938,-22.1751003265
777,SBEC,"-40.60609817504883, -22.677499771118164",-40.60609817504883,-22.677499771118164
778,SBEG,"-60.049702, -3.03861",-60.049702,-3.03861
779,SBEK,"-57.77690124511719, -6.233160018920898",-57.77690124511719,-6.233160018920898
780,SBEP,"-42.81, -14.9336944444",-42.81,-14.9336944444
781,SBES,"-42.09260177612305, -22.81290054321289",-42.09260177612305,-22.81290054321289
782,SBFI,"-54.48500061035156, -25.600278854370117",-54.48500061035156,-25.600278854370117
783,SBFL,"-48.5525016784668, -27.670278549194336",-48.5525016784668,-27.670278549194336
784,SBFN,"-32.423302, -3.85493",-32.423302,-3.85493
785,SBFS,"-41.06999969482422, -22.029443740844727",-41.06999969482422,-22.029443740844727
786,SBFZ,"-38.53260040283203, -3.776279926300049",-38.53260040283203,-3.776279926300049
787,SBGL,"-43.2505569458, -22.8099994659",-43.2505569458,-22.8099994659
788,SBGM,"-65.28479766845703, -10.786399841308594",-65.28479766845703,-10.786399841308594
789,SBGO,"-49.220699310302734, -16.631999969482422",-49.220699310302734,-16.631999969482422
790,SBGP,"-48.40510177612305, -21.773700714111328",-48.40510177612305,-21.773700714111328
791,SBGR,"-46.47305679321289, -23.435556411743164",-46.47305679321289,-23.435556411743164
792,SSGG,"-51.520199, -25.387501",-51.520199,-25.387501
793,SBGV,"-41.982200622559, -18.89520072937",-41.982200622559,-18.89520072937
794,SBGW,"-45.20479965209961, -22.79159927368164",-45.20479965209961,-22.79159927368164
795,SBHT,"-52.254001617432, -3.2539100646973",-52.254001617432,-3.2539100646973
796,SBIC,"-58.481201171875, -3.1272599697113037",-58.481201171875,-3.1272599697113037
797,SBIH,"-56.000701904297, -4.2423400878906",-56.000701904297,-4.2423400878906
